ID,Name,Age,Gender,Email,City,Salary,Purchase_Amount,Signup_Date,Subscription_Type
948,,69.0,Female,elizabeth90@gmail.com,Mosleyside,85545.0,538.79,2025-01-08,Standard
347,Justin Sims,56.0,Male,ryansalas@gmail.com,East Bryanton,52859.0,265.11,2022-03-19,Basic
140,Natalie Anderson,26.0,Other,andersonjohnny@henderson.com,Melissashire,61483.0,910.18,2020-01-25,Standard
622,Michelle Meza,60.0,Male,thompsonhenry@gmail.com,Wilsonbury,117733.0,563.99,2022-04-19,Premium
500,Julie Mills,62.0,Other,mayeradam@sexton-bradley.org,South Julieview,116687.0,64.32,2021-12-11,
371,Dr. Jerry Powell Jr.,59.0,Male,vroman@gmail.com,Chavezberg,117292.0,51.97,2022-10-12,Premium
199,Wayne Smith,40.0,Female,phillip80@yahoo.com,Patrickmouth,,954.84,2022-05-16,Basic
688,David Ryan,54.0,Female,astein@smith.net,Lake Rachaelton,135495.0,368.7,2022-07-28,Premium
585,Patricia Flynn,22.0,Female,tammy70@hotmail.com,Port Kennethburgh,52250.0,222.63,2020-10-07,Standard
902,Dean Bolton,55.0,Other,andre92@gmail.com,North Dylan,120334.0,388.01,2024-12-29,Standard
60,Robert White,24.0,Other,richardsondavid@yahoo.com,East Larry,63372.0,952.79,2024-12-23,Premium
329,Robin Taylor,42.0,Other,brownscott@gmail.com,Albertton,71202.0,499.58,2024-10-05,Basic
97,Dominique Torres,20.0,Female,williamsashley@gmail.com,West Angela,88211.0,888.35,2020-07-10,Basic
313,Mary Ramos,27.0,Other,manueljones@yahoo.com,West Suzanne,88693.0,413.4,2020-07-25,Standard
975,Matthew Francis,19.0,Other,,Yangville,125063.0,634.55,2023-07-18,Standard
300,Michelle Zimmerman,63.0,Other,fwaters@mosley.biz,Cortezburgh,70987.0,728.06,2022-12-18,Premium
278,Riley Jackson,49.0,Other,garcialeslie@kennedy-grimes.com,Reedport,,480.79,2020-09-23,Basic
925,Jacqueline Wilson,41.0,Female,oneilltimothy@simpson.biz,Schwartzborough,148399.0,716.07,2023-09-28,Premium
602,Catherine Wilcox,45.0,Female,rebeccasnow@watkins.com,South Kathleen,98426.0,322.92,2024-09-29,Standard
440,Corey Moore,52.0,Male,prodriguez@bell.com,,,354.54,2024-02-20,
838,Tammy Lopez,59.0,Female,sandra73@watts-rodriguez.org,South Patriciaside,32013.0,23.66,2021-12-03,Premium
